Date,Open,High,Low,Close,Adj Close,Volume
2006-06-26,60.869999,61.349998,60.680000,61.230000,61.230000,7773800
2006-07-03,61.959999,63.200001,61.439999,62.630001,62.630001,22272200
2006-07-10,62.130001,66.419998,61.990002,65.849998,65.849998,41011900
2006-07-17,64.790001,65.220001,61.209999,61.709999,61.709999,38157600
2006-07-24,60.630001,63.610001,59.830002,63.110001,63.110001,23247500
2006-07-31,63.119999,65.220001,62.439999,64.279999,64.279999,21793700
2006-08-07,64.470001,65.129997,62.240002,62.709999,62.709999,26270300
2006-08-14,62.389999,62.900002,60.299999,61.040001,61.040001,22326900
2006-08-21,62.090000,62.680000,61.450001,61.770000,61.770000,15562300
2006-08-28,61.799999,62.299999,60.320000,62.139999,62.139999,18148500
2006-09-04,63.200001,63.630001,60.279999,60.639999,60.639999,16526000
2006-09-11,58.849998,59.250000,56.660000,57.400002,57.400002,34048500
2006-09-18,57.470001,58.750000,56.840000,58.500000,58.500000,22302000
2006-09-25,58.150002,60.270000,57.779999,59.470001,59.470001,18349500
2006-10-02,59.799999,59.880001,55.549999,56.990002,56.990002,23579900
2006-10-09,57.459999,58.599998,56.480000,58.570000,58.570000,14912000
2006-10-16,58.930000,59.650002,58.119999,58.779999,58.779999,14465800
2006-10-23,57.880001,59.570000,56.869999,59.400002,59.400002,19786000
2006-10-30,60.049999,62.500000,59.570000,62.299999,62.299999,31490700
2006-11-06,62.169998,63.130001,60.869999,62.490002,62.490002,25801900
2006-11-13,61.930000,62.520000,61.250000,61.779999,61.779999,20613900
2006-11-20,62.060001,63.680000,61.560001,63.500000,63.500000,17627300
2006-11-27,63.459999,64.550003,62.820000,64.120003,64.120003,28040200
2006-12-04,64.029999,64.419998,61.869999,62.049999,62.049999,26575700
2006-12-11,62.180000,62.599998,60.930000,61.000000,61.000000,19442200
2006-12-18,60.849998,61.830002,60.650002,61.650002,61.650002,14965700
2006-12-25,62.240002,63.250000,61.869999,63.209999,63.209999,9694800
2007-01-01,63.580002,64.019997,59.660000,60.169998,60.169998,25420600
2007-01-08,60.380001,62.279999,59.849998,62.169998,62.169998,21895300
2007-01-15,62.200001,63.160000,61.740002,63.000000,63.000000,15435700
2007-01-22,63.009998,64.879997,62.650002,64.169998,64.169998,24984000
